,F,I,tfidf,H,H-tilde,H-tilde_std,N
ETHE1,4.5492715138594e-05,0.3293524111596753,2.331518953658338,10.495603554203347,10.824955965363023,0.015832575054242126,2272
ETNK1,5.706612594409899e-05,0.25484658646732683,2.020150102266318,10.823289922574768,11.078136509042094,0.014641801966180814,2850
ETNK2,2.6010139509257746e-05,0.22243204519033988,2.6082010678417933,9.928115699991464,10.150547745181804,0.016365246565624384,1299
ETS1,6.41743626845043e-05,0.8810585458356339,3.1936784434050645,10.323284113898016,11.20434265973365,0.014965895492414434,3205
ETS2,0.00012114037261817504,1.2444703903272334,3.7362096250400163,10.561285709630338,11.805756099957572,0.012505880669237423,6050
ETV1,3.141640407238291e-05,0.525141361416047,3.0634468656976535,9.860184615454745,10.385325976870792,0.015388760639443617,1569
ETV2,3.764361992101968e-06,0.07759449680793828,4.091770114915069,7.448205872954233,7.525800369762171,0.017622709966380004,188
ETV3,1.1933828443046666e-05,0.3765284757014644,3.5487168537264213,8.7519290022185,9.128457477919964,0.01741326795476697,596
ETV3L,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
ETV4,4.184849235900592e-06,0.2203259501295456,4.392906091027261,7.454943402405459,7.675269352535005,0.01733194304105075,209
ETV5,2.4248097725720656e-05,0.220795482836591,2.6478044584368776,9.84019721077955,10.060992693616141,0.016018474172420374,1211
ETV6,2.6070209115514695e-05,0.24151595986492325,2.63648027240202,9.912430822199518,10.153946782064441,0.0163063114195497,1302
ETV7,4.485197267185323e-06,0.1749364243262228,4.155797282990163,7.59862774570866,7.7735641700348825,0.017450217450391756,224
EVA1A,1.3836032641183297e-05,0.3725182677971297,3.5019436334979868,8.955079278873672,9.327597546670802,0.017077498104169624,691
EVA1B,4.5492715138594e-05,0.5437102667492741,2.670319114679765,10.281597492757443,10.825307759506718,0.015567594249852166,2272
EVA1C,6.4875174757502e-06,0.1716375956143299,3.74947060038997,8.119140820772504,8.290778416386834,0.017189732625361033,324
EVC,2.6030162711343396e-07,-0.001692307692244377,6.490956961207582,3.700439718141092,3.698747410448848,0.016046529952721208,13
EVC2,8.810208917685457e-07,0.4020454545454131,6.688473464704789,5.050340709546388,5.452386164091801,0.01812348597846159,44
EVI2A,6.607656688264092e-07,0.5029965909745799,7.704880251817212,4.53667025565653,5.03966684663111,0.0166987020265831,33
EVI2B,9.210672959398432e-07,0.9738133799730821,9.813451660095568,4.542705097823019,5.516518477796101,0.01822750577538554,46
EVI5,2.7511879665681403e-05,0.22286699777990293,2.5400970264766958,9.998055992975148,10.220922990755051,0.016291089328166312,1374
EVI5L,1.0271902669937817e-05,0.1549677480632603,3.309818385836089,8.769336579913453,8.924304327976714,0.017581512503362345,513
EVL,4.312997729248744e-05,0.18878993641922293,2.1133551767424574,10.575322877578262,10.764112813997485,0.015559269469419759,2154
EVPL,1.9022041981366327e-06,0.3683419881745502,5.635614611255686,6.187071103314103,6.555413091488653,0.017214496722226608,95
EVPLL,6.00696062569463e-08,0.6666666666666651,12.54413870716376,0.9182958340544894,1.5849625007211545,2.2598729860936256e-07,3
EWSAT1,1.6018561668519014e-07,0.2495000000000025,8.125709908130062,2.75,2.9995000000000025,0.011169153958101924,8
EWSR1,0.00011541373682167949,0.09977238093189378,1.3145147387972131,11.664704515664797,11.76447689659669,0.013063388114654958,5764
EXD1,1.6018561668519014e-07,0.4992500000000022,9.685529132588083,2.5,2.999250000000002,0.013672508919091903,8
EXD2,1.2254199676417045e-05,0.09217192922620576,3.010619552057814,9.07191435412349,9.164086283349695,0.01748594090569661,612
EXD3,8.269582461372941e-06,0.1584346859045862,3.532747435180917,8.468424666324223,8.62685935222881,0.01685415901116022,413
EXO1,2.2025522294213642e-07,0.18072727272723332,7.428653348242581,3.2776134368191157,3.458340709546349,0.014041261517941167,11
EXO5,2.723155483648232e-06,0.11713664514438715,4.510187524256944,6.949559256675608,7.066695901819995,0.017175563356827933,136
EXOC1,1.3075150961928645e-05,0.21981207383175416,3.220217383449573,9.031538836936495,9.251350910768249,0.016658827764774276,653
EXOC2,1.748025542077137e-05,0.2321205381913849,2.985463299105863,9.405745475307066,9.637866013498451,0.017011187233607054,873
EXOC3,3.602174055208213e-05,0.24331374608781964,2.343570111549656,10.30748569888797,10.55079944497579,0.016103295357989073,1799
EXOC3L1,1.5818329647662524e-06,0.415135223079969,6.044763056085099,5.876256222723719,6.291391445803688,0.017611172603288212,79
EXOC3L2,1.5818329647662524e-06,0.7439104776685488,7.5804441132876,5.547142298673086,6.291052776341635,0.01743974909568923,79
EXOC3L4,5.005800521412191e-07,0.2360000000000566,6.77825439239864,4.403856189774724,4.639856189774781,0.017798876356161585,25
EXOC4,2.4047865704864167e-05,0.1693299738883951,2.54995994733671,9.882424866996335,10.05175484088473,0.01571532976892884,1201
EXOC5,4.226897960280454e-05,0.14678082947628113,2.0513037778284824,10.593010697784031,10.739791527260312,0.01567996714665073,2111
EXOC6,1.2734756526472615e-05,0.41755804870503077,3.6836360729866295,8.798837431688618,9.216395480393649,0.016909206218578766,636
EXOC6B,1.2434408495187885e-05,0.16238344397025273,3.1471881279337914,9.021589917150713,9.183973361120966,0.016965482490613783,621
EXOC7,2.985459430970231e-05,0.054461757976918435,2.1679535395338823,10.268015229709603,10.322476987686521,0.01646039430244484,1491
EXOC8,9.110556948970188e-06,0.2210007933505711,3.580390912984155,8.538449493299288,8.759450286649859,0.01727437263975978,455
EXOG,1.2294246080588342e-05,0.24694061382325572,3.317259143350642,8.9224068567215,9.169347470544755,0.01728562118337456,614
EXOSC1,3.2237355357894515e-05,0.12178636119679886,2.237048327541625,10.294374879796653,10.416161240993452,0.016041345556451297,1610
EXOSC10,1.798083547291259e-05,0.11383244696608408,2.7000602832266596,9.561084886392251,9.674917333358335,0.0168253247631333,898
EXOSC2,3.764361992101968e-06,0.10639179629931839,4.150337482060351,7.4188985591014305,7.525290355400749,0.017651652283317824,188
EXOSC3,1.2814849334815211e-05,0.15264964490108035,3.0874917074281534,9.071867001110318,9.224516646011399,0.017173300720525704,640
EXOSC4,1.8801786758424192e-05,0.09068918410810234,2.622977060450167,9.642777833258345,9.733467017366447,0.016577859413983872,939
EXOSC5,1.2274222878502693e-05,0.2302952977366779,3.3032182920161635,8.93624609807284,9.166541395809517,0.016726649416731004,613
EXOSC6,2.1645081454586315e-05,0.2382003837100264,2.782174619058252,9.67703957414789,9.915239957857917,0.017127651459431906,1081
EXOSC7,2.468860817160493e-05,0.13638713565742755,2.4756827687828573,9.948347838632673,10.0847349742901,0.01638408880611804,1233
EXOSC8,2.176522066710021e-05,0.1629754275237172,2.624200639749439,9.76015383078526,9.923129258308977,0.016399380300998728,1087
EXOSC9,8.209512855115994e-06,0.16080755871369234,3.5323549834966625,8.455640008015648,8.61644756672934,0.016519928305555955,410
EXPH5,6.067030231951576e-06,0.45331933728170526,4.662296224800682,7.743012679771187,8.196332017052892,0.017169668914765197,303
EXT1,3.97460561400128e-05,0.48784798348675906,2.7517643960875455,10.181474078879269,10.669322062366028,0.015533733578351033,1985
EXT2,3.3839211524746414e-05,0.17639923606549246,2.276952215285229,10.299990946516802,10.476390182582294,0.015316390376418802,1690
EXTL1,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
EXTL2,6.16714624237982e-06,0.2964232373928244,4.140496937681946,7.922503748430916,8.21892698582374,0.017528505521571345,308
EXTL3,3.9185406481614635e-05,0.2026838824784729,2.2082738677230185,10.448928719444831,10.651612601923304,0.015730073611586525,1957
EYA1,3.003480312847315e-07,0.3969333333333678,8.213749586101398,3.506890595608519,3.9038239289418866,0.019987106956122037,15
EYA2,4.605336479699216e-07,0.08399999999999341,6.235994041006748,4.436605434317882,4.520605434317876,0.016691122584634944,23
EYA3,1.9682807650192736e-05,0.20655430363184912,2.793599854794579,9.5870378372329,9.79359214086475,0.01629209669376266,983
EYA4,1.7820649856227403e-06,0.6946166983568052,7.075172614395782,5.76652651547467,6.461143213831475,0.017321218247945264,89
EYS,1.8221113897940377e-06,0.09608748241744003,4.869091523718844,6.397904530308587,6.493992012726027,0.01725063354518999,91
EZH1,1.5698190435148632e-05,0.2185845446546164,3.0581973976862313,9.276624831326991,9.495209375981608,0.01743516531814024,784
EZH2,3.183689131618154e-06,0.43160057814745034,5.324764138596071,6.856723678473156,7.288324256620606,0.016993096121488197,159
EZR,0.00013059132400260125,0.4434086476222756,1.774256026255347,11.422835152140879,11.866243799763154,0.01188060817177222,6522
F10,5.8067286048381425e-05,0.710547990986873,3.093875458297858,10.385778730248699,11.096326721235572,0.014273267282412041,2900
F11,2.0023202085648764e-06,0.26362715787476976,5.350650026064664,6.363856189774724,6.627483347649494,0.01832943098070138,100
F11R,6.40942698761617e-05,0.3532700799432664,2.1038257480677,10.849808246104487,11.203078326047754,0.014403217974344275,3201
F12,1.0351995478280413e-05,0.25119679345847246,3.5207736953947695,8.683664595035493,8.934861388493966,0.016949678929272658,517
F13A1,5.206032542268679e-07,0.4869572116216556,7.878226258649666,4.209867121904035,4.696824333525691,0.016279911029873882,26
F13B,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
F2,2.6030162711343396e-07,0.1513846153846785,7.118582974621212,3.5465935642949384,3.697978179679617,0.019303861077982647,13
F2R,1.05522274991369e-05,1.328471831784685,6.748497250172156,7.632808849131492,8.961280680916177,0.017026285919282916,527
F2RL1,1.541786560594955e-05,0.35583210487045136,3.3812843261016785,9.115198369286684,9.471030474157136,0.01689144397695881,770
F2RL2,1.3215313376528185e-06,1.2131308374343543,10.032710197057183,4.820592605219559,6.033723442653914,0.01777214048850049,66
F2RL3,5.806728604838142e-07,0.4621301725629703,7.464867433889527,4.392126684633539,4.85425685719651,0.015889631246497407,29
F3,0.00013888092966605984,2.2563235231257366,7.612540981846251,9.658146065539027,11.914469588664764,0.011915683437449916,6936
F5,3.003480312847315e-06,0.4863896855029397,5.6230098134424376,6.718623190409342,7.205012875912281,0.017609137209187026,150
F7,9.41090498025492e-07,0.24883500239359702,6.124139264447465,5.2992697027414675,5.5481047051350645,0.016613920937641812,47
F8,3.263781939960749e-06,0.49661448421531507,5.302041147535767,6.827037587116615,7.32365207133193,0.01689961185586265,163
F8A1,1.1993898049303611e-05,0.09280968021934832,3.0281049428981994,9.042330953212007,9.135140633431355,0.016490654527574793,599
F8A2,1.882180996050984e-06,0.11329224122336967,4.890744697658474,6.4269292772095525,6.540221518432922,0.017717929610017658,94
F8A3,1.4216473480810624e-06,-0.009947389612797508,4.793226441627803,6.149747119504682,6.139799729891885,0.01704759021204642,71
FA2H,1.639900250814634e-05,0.8626864511324399,4.483280973895385,8.690456379716508,9.553142830848948,0.01744449876535584,819
FAAH,1.1353155582562851e-05,0.2748274773007857,3.482397876818603,8.786704699203414,9.0615321765042,0.01738860572355209,567
FAAH2,1.948257562933625e-05,0.38866745978232764,3.1960765069522235,9.391629567247321,9.780297027029649,0.01707730584732304,973
FAAP100,2.060387494613258e-05,0.08789479740628359,2.539740924094497,9.765244966097592,9.853139763503876,0.016533211991474586,1029
FAAP20,7.110239060613877e-05,0.07941418296244862,1.5814380295484096,11.230835238334071,11.31024942129652,0.014518775843539056,3551
FAAP24,1.8621577939653353e-06,0.07149441344077534,4.772540508439765,6.453137305731687,6.524631719172462,0.018447116708682345,93
FABP1,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
FABP12,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
FABP3,8.009280834259507e-08,0.4995000000000016,10.609725373334678,1.5,1.9995000000000016,0.01580348062918229,4
FABP4,6.9080047195488245e-06,2.339638221611141,16.349475287775363,6.037643097444333,8.377281319055474,0.017290605214700997,345
FABP5,0.00011747612663650132,1.6748736182656572,4.81414639597616,10.104900642279025,11.779774260544682,0.012712788125344923,5867
FABP6,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
FABP7,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
FADD,2.528930423417439e-05,0.23734532507212514,2.650656223563251,9.877551468504551,10.114896793576676,0.01595700401233663,1263
FADS1,6.469496593873117e-05,0.3955607179897207,2.1356108750034934,10.8176132453693,11.21317396335902,0.014719986121517528,3231
FADS2,7.302461800636105e-05,0.5236665591823648,2.264705013701181,10.813657099643054,11.337323658825419,0.014588853611146613,3647
FADS3,1.2774802930643912e-05,0.1823702911157632,3.1540020959677446,9.038197934317505,9.220568225433269,0.01638924342411443,638
FAF1,3.994628816086929e-05,0.15874435563175027,2.117709682203883,10.51598355587057,10.67472791150232,0.01544258871861611,1995
FAF2,4.0306705798410964e-05,0.22401360540093762,2.2343447187913807,10.46072199366333,10.684735599064268,0.015494910790722188,2013
FAH,1.1733596422190177e-05,0.2573031698207533,3.412718622917545,8.84778874429861,9.105091914119363,0.016602789353604576,586
FAHD1,9.931508234481788e-06,0.08255088551084278,3.1720576828367846,8.795416295261546,8.877967180772389,0.01686981525498937,496
FAHD2A,1.2374338888930937e-05,0.11491073084998504,3.017870716507449,9.063325179226235,9.17823591007622,0.01693324672962473,618
FAHD2B,1.7580371431199617e-05,0.10650819229056019,2.707557660106502,9.53855120410962,9.64505939640018,0.016627944531902417,878
FAHD2CP,2.302668239849608e-06,0.12798998610553003,4.710784211998407,6.699795377012519,6.827785363118049,0.01776471288653188,115
FAIM,9.57109059694011e-06,0.08328080108156222,3.2060567798432102,8.743922142690677,8.827202943772239,0.017552239022448145,478
FAIM2,5.9068446152663864e-06,0.683865601103899,5.438899508325432,7.47508770183097,8.158953302934869,0.017677848572747755,295
FAM101A,8.209512855115994e-07,0.1887804878048822,6.033635801270829,5.162430053398571,5.351210541203454,0.01792973262506204,41
FAM101B,1.3375498993213375e-05,1.0822863302820682,5.593429273256856,8.200063154510973,9.282349484793041,0.016625262806960816,668
FAM102A,0.00016865543116741956,0.37538175802796836,1.5337055438315188,11.682624120947933,12.058005878975901,0.011703902277603343,8423
FAM102B,4.625359681784865e-06,0.19993198675721757,4.18046099331152,7.616837082513501,7.816769069270719,0.01745994843346434,231
FAM103A1,2.2706311165125702e-05,0.17300527262505128,2.597538891811004,9.804392548841987,9.977397821467038,0.016777966024317408,1134
FAM104A,2.9774501501359717e-05,0.23429030292760622,2.50804243701355,10.085017509043826,10.319307811971433,0.016122097624124688,1487
FAM104B,2.2966612792239135e-05,0.1717932216859115,2.591724254318552,9.821162241371727,9.992955463057639,0.017123896756630744,1147
FAM105A,2.8312807749107357e-05,0.4320861549721595,2.9632739494449067,9.824069382181746,10.256155537153905,0.016604041969330553,1414
FAM106A,1.0011601042824384e-07,0.3988000000000307,9.587014946936534,1.9219280948873623,2.320728094887393,0.021876014259427364,5
FAM107A,4.645382883870514e-06,0.3632974664346911,4.681930997023272,7.459147697657827,7.822445164092518,0.017105913825158792,232
FAM107B,8.74613467101138e-05,0.46461334105028484,2.049666401891464,11.050535057693011,11.515148398743296,0.013962141893328079,4368
FAM109A,2.2025522294213643e-06,0.2946157635371254,5.212876178710985,6.4689549137373845,6.76357067727451,0.017746130475081553,110
FAM109B,1.3275382982785133e-05,0.21967138430037814,3.1984484406638525,9.052896786375909,9.272568170676287,0.01596903361041989,663
FAM110A,1.0351995478280413e-05,0.24147207952723804,3.4781572928478797,8.694246171412706,8.935718250939944,0.01752869212833296,517
FAM110B,8.710092907257213e-06,0.3117688837453567,3.8442172970157804,8.386702640244096,8.698471523989452,0.017850482155947117,435
FAM110C,1.7520301824942672e-05,0.4587221876743932,3.5165864029412575,9.182829574667313,9.641551762341706,0.01715359432517398,875
FAM110D,9.210672959398432e-07,0.38472271983686834,6.769445045328246,5.132257608230926,5.5169803280677945,0.016824295417815386,46
FAM111A,9.611137001111408e-07,0.15874999999989292,5.7509636560918445,5.418295834054489,5.577045834054382,0.01796505098849378,48
FAM111B,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
FAM114A1,4.969758757658024e-05,0.30197371936172424,2.1594354517042924,10.624426544837647,10.926400264199371,0.014797429716527298,2482
